"JulianDay","Species","Stock","District","MMDD","OriginDate","PercentEscape","fit_link","se_link","fit_resp","se_upr","se_lwr","LowerSEG","UpperSEG","LowerSEG_se_upr","LowerSEG_se_lwr","UpperSEG_se_upr","UpperSEG_se_lwr","YEAR.RANGE","TYPE.STOCK"
309,"Chum Salmon","Outer District","Outer","11-05",0-11-05,1,9.65105586537224,0.858816623110574,0.999935646563422,1,1,17500,32000,17500,17500,32000,32000,"Last 10 years","Aggregate"
310,"Chum Salmon","Outer District","Outer","11-06",0-11-06,1,9.75606369160537,0.867786022324322,0.999942061104706,1,1,17500,32000,17500,17500,32000,32000,"Last 10 years","Aggregate"
311,"Chum Salmon","Outer District","Outer","11-07",0-11-07,1,9.8610715178385,0.876757671470373,0.999947836298728,1,1,17500,32000,17500,17500,32000,32000,"Last 10 years","Aggregate"
312,"Chum Salmon","Outer District","Outer","11-08",0-11-08,1,9.96607934407163,0.885731502179465,0.999953035863903,1,1,17500,32000,17500,17500,32000,32000,"Last 10 years","Aggregate"
313,"Chum Salmon","Outer District","Outer","11-09",0-11-09,1,10.0710871703048,0.894707448808991,0.999957717169558,1,1,17500,32000,17500,17500,32000,32000,"Last 10 years","Aggregate"
314,"Chum Salmon","Outer District","Outer","11-10",0-11-10,1,10.1760949965379,0.903685448309175,0.999961931868347,1,1,17500,32000,17500,17500,32000,32000,"Last 10 years","Aggregate"
315,"Chum Salmon","Outer District","Outer","11-11",0-11-11,1,10.281102822771,0.912665440097014,0.999965726465718,1,1,17500,32000,17500,17500,32000,32000,"Last 10 years","Aggregate"
316,"Chum Salmon","Outer District","Outer","11-12",0-11-12,1,10.3861106490042,0.92164736593746,0.999969142832683,1,1,17500,32000,17500,17500,32000,32000,"Last 10 years","Aggregate"
317,"Chum Salmon","Outer District","Outer","11-13",0-11-13,1,10.4911184752373,0.930631169831368,0.999972218667537,1,1,17500,32000,17500,17500,32000,32000,"Last 10 years","Aggregate"
318,"Chum Salmon","Outer District","Outer","11-14",0-11-14,1,10.5961263014704,0.939616797909766,0.999974987911598,1,1,17500,32000,17500,17500,32000,32000,"Last 10 years","Aggregate"
319,"Chum Salmon","Outer District","Outer","11-15",0-11-15,1,10.7011341277035,0.94860419833404,0.999977481123543,1,1,17500,32000,17500,17500,32000,32000,"Last 10 years","Aggregate"
320,"Chum Salmon","Outer District","Outer","11-16",0-11-16,1,10.8061419539367,0.957593321201641,0.999979725816465,1,1,17500,32000,17500,17500,32000,32000,"Last 10 years","Aggregate"
321,"Chum Salmon","Outer District","Outer","11-17",0-11-17,1,10.9111497801698,0.966584118456988,0.999981746761353,1,1,17500,32000,17500,17500,32000,32000,"Last 10 years","Aggregate"
322,"Chum Salmon","Outer District","Outer","11-18",0-11-18,1,11.0161576064029,0.975576543807207,0.999983566260342,1,1,17500,32000,17500,17500,32000,32000,"Last 10 years","Aggregate"
323,"Chum Salmon","Outer District","Outer","11-19",0-11-19,1,11.1211654326361,0.98457055264243,0.999985204392745,1,1,17500,32000,17500,17500,32000,32000,"Last 10 years","Aggregate"
324,"Chum Salmon","Outer District","Outer","11-20",0-11-20,1,11.2261732588692,0.99356610196035,0.999986679236567,1,1,17500,32000,17500,17500,32000,32000,"Last 10 years","Aggregate"
325,"Chum Salmon","Outer District","Outer","11-21",0-11-21,1,11.3311810851023,1.00256315029479,0.999988007067957,1,1,17500,32000,17500,17500,32000,32000,"Last 10 years","Aggregate"
121,"Chum Salmon","Southern District","Southern","05-01",0-05-01,0,-12.2015822312812,1.87260078637939,5.0224773309279e-06,0,0,0,0,0,0,0,0,"Last 10 years","Aggregate"
122,"Chum Salmon","Southern District","Southern","05-02",0-05-02,0,-12.0629733728961,1.85168477590836,5.76918842201127e-06,0,0,0,0,0,0,0,0,"Last 10 years","Aggregate"
123,"Chum Salmon","Southern District","Southern","05-03",0-05-03,0,-11.924364514511,1.83077309459191,6.62691519754115e-06,0,0,0,0,0,0,0,0,"Last 10 years","Aggregate"
124,"Chum Salmon","Southern District","Southern","05-04",0-05-04,0,-11.7857556561258,1.80986589249072,7.61216244343562e-06,0,0,0,0,0,0,0,0,"Last 10 years","Aggregate"
125,"Chum Salmon","Southern District","Southern","05-05",0-05-05,0,-11.6471467977407,1.78896332664746,8.74388864956302e-06,0,0,0,0,0,0,0,0,"Last 10 years","Aggregate"
126,"Chum Salmon","Southern District","Southern","05-06",0-05-06,0,-11.5085379393556,1.76806556149557,1.00438707686222e-05,0,0,0,0,0,0,0,0,"Last 10 years","Aggregate"
127,"Chum Salmon","Southern District","Southern","05-07",0-05-07,0,-11.3699290809704,1.74717276929687,1.15371231911163e-05,0,0,0,0,0,0,0,0,"Last 10 years","Aggregate"
128,"Chum Salmon","Southern District","Southern","05-08",0-05-08,0,-11.2313202225853,1.72628513061056,1.32523789924035e-05,0,0,0,0,0,0,0,0,"Last 10 years","Aggregate"
129,"Chum Salmon","Southern District","Southern","05-09",0-05-09,0,-11.0927113642002,1.70540283479607,1.52226427040703e-05,0,0,0,0,0,0,0,0,"Last 10 years","Aggregate"
130,"Chum Salmon","Southern District","Southern","05-10",0-05-10,0,-10.954102505815,1.6845260805528,1.74858252355148e-05,0,0,0,0,0,0,0,0,"Last 10 years","Aggregate"
131,"Chum Salmon","Southern District","Southern","05-11",0-05-11,0,-10.8154936474299,1.66365507649976,2.0085473148887e-05,0,0,0,0,0,0,0,0,"Last 10 years","Aggregate"
132,"Chum Salmon","Southern District","Southern","05-12",0-05-12,0,-10.6768847890448,1.64279004179872,2.30716063014704e-05,0,0,0,0,0,0,0,0,"Last 10 years","Aggregate"
133,"Chum Salmon","Southern District","Southern","05-13",0-05-13,0,-10.5382759306597,1.62193120682457,2.65016799487022e-05,0,0,0,0,0,0,0,0,"Last 10 years","Aggregate"
134,"Chum Salmon","Southern District","Southern","05-14",0-05-14,0,-10.3996670722745,1.60107881388722,3.04416897878326e-05,0,0,0,0,0,0,0,0,"Last 10 years","Aggregate"
135,"Chum Salmon","Southern District","Southern","05-15",0-05-15,0,-10.2610582138894,1.58023311800961,3.49674411620213e-05,0,0,0,0,0,0,0,0,"Last 10 years","Aggregate"
136,"Chum Salmon","Southern District","Southern","05-16",0-05-16,0,-10.1224493555043,1.55939438776693,4.01660067893422e-05,0.001,0,0,0,2,0,5,0,"Last 10 years","Aggregate"
137,"Chum Salmon","Southern District","Southern","05-17",0-05-17,0,-9.98384049711914,1.53856290619277,4.61374009901232e-05,0.001,0,0,0,2,0,5,0,"Last 10 years","Aggregate"
138,"Chum Salmon","Southern District","Southern","05-18",0-05-18,0,-9.84523163873401,1.51773897175848,5.29965025272808e-05,0.001,0,0,0,2,0,5,0,"Last 10 years","Aggregate"
139,"Chum Salmon","Southern District","Southern","05-19",0-05-19,0,-9.70662278034888,1.49692289943248,6.08752629255821e-05,0.001,0,0,0,2,0,5,0,"Last 10 years","Aggregate"
140,"Chum Salmon","Southern District","Southern","05-20",0-05-20,0,-9.56801392196375,1.47611502182756,6.99252425859813e-05,0.001,0,0,0,2,0,5,0,"Last 10 years","Aggregate"
141,"Chum Salmon","Southern District","Southern","05-21",0-05-21,0,-9.42940506357862,1.45531569044429,8.03205232618551e-05,0.001,0,0,0,2,0,5,0,"Last 10 years","Aggregate"
142,"Chum Salmon","Southern District","Southern","05-22",0-05-22,0,-9.29079620519349,1.43452527702041,9.22610526309908e-05,0.001,0,0,0,2,0,5,0,"Last 10 years","Aggregate"
143,"Chum Salmon","Southern District","Southern","05-23",0-05-23,0,-9.15218734680836,1.41374417499644,0.000105976484912646,0.001,0,0,0,2,0,5,0,"Last 10 years","Aggregate"
144,"Chum Salmon","Southern District","Southern","05-24",0-05-24,0,-9.01357848842323,1.39297280110955,0.000121730590893325,0.001,0,0,0,2,0,5,0,"Last 10 years","Aggregate"
145,"Chum Salmon","Southern District","Southern","05-25",0-05-25,0,-8.8749696300381,1.37221159712866,0.000139826321509155,0.001,0,0,0,2,0,5,0,"Last 10 years","Aggregate"
146,"Chum Salmon","Southern District","Southern","05-26",0-05-26,0,-8.73636077165296,1.35146103174546,0.000160611621481067,0.001,0,0,0,2,0,5,0,"Last 10 years","Aggregate"
147,"Chum Salmon","Southern District","Southern","05-27",0-05-27,0,-8.59775191326784,1.33072160263798,0.000184486103631436,0.002,0,0,0,3,0,10,0,"Last 10 years","Aggregate"
148,"Chum Salmon","Southern District","Southern","05-28",0-05-28,0,-8.45914305488271,1.30999383872484,0.000211908710676221,0.002,0,0,0,3,0,10,0,"Last 10 years","Aggregate"
149,"Chum Salmon","Southern District","Southern","05-29",0-05-29,0,-8.32053419649758,1.28927830263114,0.000243406509765367,0.002,0,0,0,3,0,10,0,"Last 10 years","Aggregate"
150,"Chum Salmon","Southern District","Southern","05-30",0-05-30,0,-8.18192533811245,1.26857559338913,0.000279584786151858,0.002,0,0,0,3,0,10,0,"Last 10 years","Aggregate"
151,"Chum Salmon","Southern District","Southern","05-31",0-05-31,0,-8.04331647972732,1.24788634939985,0.000321138626459189,0.003,0,0,0,5,0,15,0,"Last 10 years","Aggregate"
152,"Chum Salmon","Southern District","Southern","06-01",0-06-01,0,-7.90470762134219,1.22721125168535,0.000368866209482106,0.003,0,0,0,5,0,15,0,"Last 10 years","Aggregate"
153,"Chum Salmon","Southern District","Southern","06-02",0-06-02,0,-7.76609876295706,1.20655102746487,0.000423684053732626,0.003,0,0,0,5,0,15,0,"Last 10 years","Aggregate"
154,"Chum Salmon","Southern District","Southern","06-03",0-06-03,0,-7.62748990457193,1.18590645409268,0.000486644506513366,0.003,0,0,0,5,0,15,0,"Last 10 years","Aggregate"
155,"Chum Salmon","Southern District","Southern","06-04",0-06-04,0.001,-7.4888810461868,1.1652783634006,0.000558955799688259,0.004,0,2,5,6,0,20,0,"Last 10 years","Aggregate"
156,"Chum Salmon","Southern District","Southern","06-05",0-06-05,0.001,-7.35027218780167,1.14466764649362,0.000642005043094201,0.004,0,2,5,6,0,20,0,"Last 10 years","Aggregate"
157,"Chum Salmon","Southern District","Southern","06-06",0-06-06,0.001,-7.21166332941654,1.12407525905415,0.000737384578301297,0.005,0,2,5,8,0,25,0,"Last 10 years","Aggregate"
158,"Chum Salmon","Southern District","Southern","06-07",0-06-07,0.001,-7.0730544710314,1.10350222721788,0.000846922173817855,0.005,0,2,5,8,0,25,0,"Last 10 years","Aggregate"
159,"Chum Salmon","Southern District","Southern","06-08",0-06-08,0.001,-6.93444561264628,1.08294965409327,0.000972715608496707,0.006,0,2,5,9,0,30,0,"Last 10 years","Aggregate"
160,"Chum Salmon","Southern District","Southern","06-09",0-06-09,0.001,-6.79583675426115,1.0624187270071,0.00111717226347081,0.006,0,2,5,9,0,30,0,"Last 10 years","Aggregate"
161,"Chum Salmon","Southern District","Southern","06-10",0-06-10,0.001,-6.65722789587602,1.04191072557048,0.00128305442502452,0.007,0,2,5,11,0,35,0,"Last 10 years","Aggregate"
162,"Chum Salmon","Southern District","Southern","06-11",0-06-11,0.001,-6.51861903749089,1.02142703067374,0.00147353109189876,0.008,0,2,5,12,0,40,0,"Last 10 years","Aggregate"
163,"Chum Salmon","Southern District","Southern","06-12",0-06-12,0.002,-6.38001017910576,1.00096913453508,0.00169223718098082,0.009,0,3,10,14,0,45,0,"Last 10 years","Aggregate"
164,"Chum Salmon","Southern District","Southern","06-13",0-06-13,0.002,-6.24140132072063,0.980538651946765,0.0019433411352389,0.01,0,3,10,15,0,50,0,"Last 10 years","Aggregate"
165,"Chum Salmon","Southern District","Southern","06-14",0-06-14,0.002,-6.1027924623355,0.960137332885251,0.00223162205684451,0.011,0,3,10,17,0,55,0,"Last 10 years","Aggregate"
166,"Chum Salmon","Southern District","Southern","06-15",0-06-15,0.003,-5.96418360395037,0.939767076677611,0.00256255761584811,0.012,0.001,5,15,18,2,60,5,"Last 10 years","Aggregate"
167,"Chum Salmon","Southern District","Southern","06-16",0-06-16,0.003,-5.82557474556524,0.919429947947701,0.00294242411892143,0.013,0.001,5,15,20,2,65,5,"Last 10 years","Aggregate"
168,"Chum Salmon","Southern District","Southern","06-17",0-06-17,0.003,-5.68696588718011,0.899128194601745,0.00337841026085705,0.015,0.001,5,15,23,2,75,5,"Last 10 years","Aggregate"
169,"Chum Salmon","Southern District","Southern","06-18",0-06-18,0.004,-5.54835702879497,0.878864268155912,0.00387874621955019,0.016,0.001,6,20,24,2,80,5,"Last 10 years","Aggregate"
170,"Chum Salmon","Southern District","Southern","06-19",0-06-19,0.004,-5.40974817040984,0.858640846759234,0.00445284988691706,0.018,0.001,6,20,27,2,90,5,"Last 10 years","Aggregate"
171,"Chum Salmon","Southern District","Southern","06-20",0-06-20,0.005,-5.27113931202472,0.838460861325293,0.00511149214482533,0.02,0.001,8,25,30,2,100,5,"Last 10 years","Aggregate"
172,"Chum Salmon","Southern District","Southern","06-21",0-06-21,0.006,-5.13253045363959,0.818327525257486,0.00586698318434705,0.022,0.002,9,30,33,3,110,10,"Last 10 years","Aggregate"
173,"Chum Salmon","Southern District","Southern","06-22",0-06-22,0.007,-4.99392159525446,0.798244368337468,0.00673338191170708,0.025,0.002,11,35,38,3,125,10,"Last 10 years","Aggregate"
174,"Chum Salmon","Southern District","Southern","06-23",0-06-23,0.008,-4.85531273686933,0.778215275447403,0.00772673046261863,0.027,0.002,12,40,41,3,135,10,"Last 10 years","Aggregate"
175,"Chum Salmon","Southern District","Southern","06-24",0-06-24,0.009,-4.7167038784842,0.758244530917054,0.00886531572837406,0.03,0.003,14,45,45,5,150,15,"Last 10 years","Aggregate"
176,"Chum Salmon","Southern District","Southern","06-25",0-06-25,0.01,-4.57809502009907,0.738336869430426,0.0101699595430569,0.034,0.003,15,50,52,5,170,15,"Last 10 years","Aggregate"
177,"Chum Salmon","Southern District","Southern","06-26",0-06-26,0.012,-4.43948616171394,0.718497534598255,0.0116643387413097,0.037,0.004,18,60,56,6,185,20,"Last 10 years","Aggregate"
178,"Chum Salmon","Southern District","Southern","06-27",0-06-27,0.013,-4.30087730332881,0.698732346507569,0.0133753356065208,0.041,0.004,20,65,62,6,205,20,"Last 10 years","Aggregate"
179,"Chum Salmon","Southern District","Southern","06-28",0-06-28,0.015,-4.16226844494368,0.679047779804137,0.0153334182106147,0.046,0.005,23,75,69,8,230,25,"Last 10 years","Aggregate"
180,"Chum Salmon","Southern District","Southern","06-29",0-06-29,0.018,-4.02365958655855,0.659451054155374,0.0175730487016083,0.05,0.006,27,90,75,9,250,30,"Last 10 years","Aggregate"
181,"Chum Salmon","Southern District","Southern","06-30",0-06-30,0.02,-3.88505072817341,0.639950239288253,0.0201331156074102,0.056,0.007,30,100,84,11,280,35,"Last 10 years","Aggregate"
182,"Chum Salmon","Southern District","Southern","07-01",0-07-01,0.023,-3.74644186978828,0.620554377208236,0.0230573835587815,0.062,0.008,35,115,93,12,310,40,"Last 10 years","Aggregate"
183,"Chum Salmon","Southern District","Southern","07-02",0-07-02,0.026,-3.60783301140316,0.601273624690344,0.0263949503396326,0.068,0.01,39,130,103,15,340,50,"Last 10 years","Aggregate"
184,"Chum Salmon","Southern District","Southern","07-03",0-07-03,0.03,-3.46922415301803,0.582119419700957,0.0302006966884683,0.075,0.012,45,150,113,18,375,60,"Last 10 years","Aggregate"
185,"Chum Salmon","Southern District","Southern","07-04",0-07-04,0.035,-3.3306152946329,0.563104676065157,0.0345357086446447,0.083,0.014,53,176,125,21,415,70,"Last 10 years","Aggregate"
186,"Chum Salmon","Southern District","Southern","07-05",0-07-05,0.039,-3.19200643624777,0.544244011440331,0.0394676453278459,0.092,0.016,59,195,138,24,460,80,"Last 10 years","Aggregate"
187,"Chum Salmon","Southern District","Southern","07-06",0-07-06,0.045,-3.05339757786264,0.525554014483415,0.0450710167914816,0.101,0.019,68,225,152,29,506,95,"Last 10 years","Aggregate"
188,"Chum Salmon","Southern District","Southern","07-07",0-07-07,0.051,-2.91478871947751,0.507053557979191,0.0514273270465643,0.111,0.023,77,255,167,35,555,115,"Last 10 years","Aggregate"
189,"Chum Salmon","Southern District","Southern","07-08",0-07-08,0.059,-2.77617986109238,0.48876416557255,0.0586250267421048,0.122,0.027,89,295,183,41,610,135,"Last 10 years","Aggregate"
190,"Chum Salmon","Southern District","Southern","07-09",0-07-09,0.067,-2.63757100270725,0.470710440509936,0.0667592088168799,0.135,0.032,101,335,203,48,675,160,"Last 10 years","Aggregate"
191,"Chum Salmon","Southern District","Southern","07-10",0-07-10,0.076,-2.49896214432212,0.452920565255141,0.0759309695967921,0.148,0.037,114,380,222,56,740,185,"Last 10 years","Aggregate"
192,"Chum Salmon","Southern District","Southern","07-11",0-07-11,0.086,-2.36035328593699,0.435426880688097,0.0862463486974347,0.162,0.044,129,430,243,66,810,220,"Last 10 years","Aggregate"
193,"Chum Salmon","Southern District","Southern","07-12",0-07-12,0.098,-2.22174442755185,0.41826655231951,0.097814755709508,0.178,0.052,147,490,267,78,890,260,"Last 10 years","Aggregate"
194,"Chum Salmon","Southern District","Southern","07-13",0-07-13,0.111,-2.08313556916672,0.401482327782287,0.110746792672042,0.195,0.06,167,555,293,90,975,300,"Last 10 years","Aggregate"
195,"Chum Salmon","Southern District","Southern","07-14",0-07-14,0.125,-1.9445267107816,0.385123383634999,0.12515139207764,0.213,0.07,188,625,320,106,1065,351,"Last 10 years","Aggregate"
196,"Chum Salmon","Southern District","Southern","07-15",0-07-15,0.141,-1.80591785239647,0.369246248582445,0.141132214314326,0.232,0.082,212,705,348,123,1160,410,"Last 10 years","Aggregate"
197,"Chum Salmon","Southern District","Southern","07-16",0-07-16,0.159,-1.66730899401134,0.353915772367805,0.158783289669166,0.253,0.095,239,795,380,143,1265,475,"Last 10 years","Aggregate"
198,"Chum Salmon","Southern District","Southern","07-17",0-07-17,0.178,-1.52870013562621,0.339206082106354,0.178183951067712,0.275,0.11,267,890,413,165,1375,550,"Last 10 years","Aggregate"
199,"Chum Salmon","Southern District","Southern","07-18",0-07-18,0.199,-1.39009127724108,0.325201427908823,0.199393185356916,0.299,0.127,299,995,449,191,1495,635,"Last 10 years","Aggregate"
200,"Chum Salmon","Southern District","Southern","07-19",0-07-19,0.222,-1.25148241885595,0.311996765461894,0.222443630516027,0.324,0.146,333,1110,486,219,1620,730,"Last 10 years","Aggregate"
201,"Chum Salmon","Southern District","Southern","07-20",0-07-20,0.247,-1.11287356047082,0.299697856135447,0.247335556284587,0.35,0.167,371,1235,525,251,1750,835,"Last 10 years","Aggregate"
202,"Chum Salmon","Southern District","Southern","07-21",0-07-21,0.274,-0.974264702085687,0.288420593325848,0.274031273227205,0.378,0.19,412,1370,567,285,1890,950,"Last 10 years","Aggregate"
203,"Chum Salmon","Southern District","Southern","07-22",0-07-22,0.302,-0.835655843700557,0.278289206951037,0.30245050158261,0.407,0.215,453,1510,611,323,2035,1075,"Last 10 years","Aggregate"
204,"Chum Salmon","Southern District","Southern","07-23",0-07-23,0.332,-0.697046985315424,0.269432991901868,0.332467274062302,0.437,0.242,498,1660,656,363,2185,1210,"Last 10 years","Aggregate"
205,"Chum Salmon","Southern District","Southern","07-24",0-07-24,0.364,-0.558438126930294,0.261981300694723,0.363908923971592,0.468,0.271,546,1820,702,407,2340,1355,"Last 10 years","Aggregate"
206,"Chum Salmon","Southern District","Southern","07-25",0-07-25,0.397,-0.419829268545165,0.256056784856324,0.396557605394606,0.501,0.301,596,1985,752,452,2505,1505,"Last 10 years","Aggregate"
207,"Chum Salmon","Southern District","Southern","07-26",0-07-26,0.43,-0.281220410160035,0.25176727864631,0.43015460168037,0.533,0.333,645,2150,800,500,2665,1665,"Last 10 years","Aggregate"
208,"Chum Salmon","Southern District","Southern","07-27",0-07-27,0.464,-0.142611551774905,0.249197228098011,0.46440741527965,0.567,0.365,696,2320,851,548,2835,1825,"Last 10 years","Aggregate"
209,"Chum Salmon","Southern District","Southern","07-28",0-07-28,0.499,-0.00400269338977566,0.248400009571753,0.498999327988582,0.6,0.398,749,2495,900,597,3000,1990,"Last 10 years","Aggregate"
210,"Chum Salmon","Southern District","Southern","07-29",0-07-29,0.534,0.134606164995354,0.249392624966165,0.533600822625766,0.633,0.431,801,2670,950,647,3165,2155,"Last 10 years","Aggregate"
211,"Chum Salmon","Southern District","Southern","07-30",0-07-30,0.568,0.273215023380484,0.252153937880283,0.567882017622728,0.666,0.464,852,2840,999,696,3330,2320,"Last 10 years","Aggregate"
212,"Chum Salmon","Southern District","Southern","07-31",0-07-31,0.602,0.411823881765613,0.25662686094465,0.601525130742744,0.697,0.497,903,3010,1046,746,3485,2485,"Last 10 years","Aggregate"
213,"Chum Salmon","Southern District","Southern","08-01",0-08-01,0.634,0.550432740150743,0.262723987288615,0.634235984204327,0.728,0.529,951,3170,1092,794,3640,2645,"Last 10 years","Aggregate"
214,"Chum Salmon","Southern District","Southern","08-02",0-08-02,0.666,0.689041598535873,0.270335442744941,0.665753691672551,0.757,0.56,999,3330,1136,841,3785,2801,"Last 10 years","Aggregate"
215,"Chum Salmon","Southern District","Southern","08-03",0-08-03,0.696,0.827650456921003,0.279337466302197,0.695857902222536,0.784,0.591,1044,3480,1176,887,3920,2955,"Last 10 years","Aggregate"
216,"Chum Salmon","Southern District","Southern","08-04",0-08-04,0.724,0.966259315306136,0.289600412508184,0.724373272456999,0.809,0.62,1086,3620,1214,930,4046,3100,"Last 10 years","Aggregate"
217,"Chum Salmon","Southern District","Southern","08-05",0-08-05,0.751,1.10486817369127,0.300995329097382,0.751171142988377,0.832,0.648,1127,3755,1248,972,4160,3240,"Last 10 years","Aggregate"
218,"Chum Salmon","Southern District","Southern","08-06",0-08-06,0.776,1.2434770320764,0.313398767899181,0.776168662079275,0.853,0.674,1164,3880,1280,1012,4265,3370,"Last 10 years","Aggregate"
219,"Chum Salmon","Southern District","Southern","08-07",0-08-07,0.799,1.38208589046152,0.326695879483902,0.799325794477497,0.872,0.699,1199,3995,1308,1049,4360,3495,"Last 10 years","Aggregate"
220,"Chum Salmon","Southern District","Southern","08-08",0-08-08,0.821,1.52069474884665,0.340782068177813,0.820640763109586,0.889,0.723,1232,4105,1334,1085,4445,3615,"Last 10 years","Aggregate"
221,"Chum Salmon","Southern District","Southern","08-09",0-08-09,0.84,1.65930360723178,0.35556356489394,0.84014449846225,0.904,0.745,1260,4200,1356,1118,4520,3725,"Last 10 years","Aggregate"
222,"Chum Salmon","Southern District","Southern","08-10",0-08-10,0.858,1.79791246561691,0.37095726133529,0.857894630878486,0.918,0.766,1287,4290,1377,1149,4590,3830,"Last 10 years","Aggregate"
223,"Chum Salmon","Southern District","Southern","08-11",0-08-11,0.874,1.93652132400204,0.386890089254587,0.873969476553211,0.929,0.786,1311,4370,1394,1179,4645,3930,"Last 10 years","Aggregate"
224,"Chum Salmon","Southern District","Southern","08-12",0-08-12,0.888,2.07513018238717,0.403298156403198,0.888462361152755,0.939,0.804,1332,4440,1409,1206,4695,4021,"Last 10 years","Aggregate"
225,"Chum Salmon","Southern District","Southern","08-13",0-08-13,0.901,2.2137390407723,0.420125784880869,0.901476514613582,0.948,0.821,1352,4505,1422,1232,4740,4105,"Last 10 years","Aggregate"
226,"Chum Salmon","Southern District","Southern","08-14",0-08-14,0.913,2.35234789915743,0.437324544993835,0.913120670237264,0.956,0.836,1370,4565,1434,1254,4780,4180,"Last 10 years","Aggregate"
227,"Chum Salmon","Southern District","Southern","08-15",0-08-15,0.924,2.49095675754257,0.454852339287287,0.923505418417106,0.962,0.851,1386,4620,1443,1277,4810,4255,"Last 10 years","Aggregate"
228,"Chum Salmon","Southern District","Southern","08-16",0-08-16,0.933,2.6295656159277,0.472672565128251,0.932740303088869,0.968,0.864,1400,4665,1452,1296,4840,4320,"Last 10 years","Aggregate"
229,"Chum Salmon","Southern District","Southern","08-17",0-08-17,0.941,2.76817447431283,0.490753367246193,0.940931606694155,0.973,0.876,1412,4705,1460,1314,4865,4380,"Last 10 years","Aggregate"
230,"Chum Salmon","Southern District","Southern","08-18",0-08-18,0.948,2.90678333269796,0.509066981320518,0.948180744394447,0.977,0.888,1422,4740,1466,1332,4885,4440,"Last 10 years","Aggregate"
231,"Chum Salmon","Southern District","Southern","08-19",0-08-19,0.955,3.04539219108308,0.527589163883077,0.954583176862391,0.98,0.898,1433,4775,1470,1347,4900,4490,"Last 10 years","Aggregate"
232,"Chum Salmon","Southern District","Southern","08-20",0-08-20,0.96,3.18400104946821,0.546298700887762,0.960227749483939,0.983,0.907,1440,4800,1475,1361,4915,4535,"Last 10 years","Aggregate"
233,"Chum Salmon","Southern District","Southern","08-21",0-08-21,0.965,3.32260990785335,0.565176986177976,0.965196370896023,0.986,0.916,1448,4825,1479,1374,4930,4580,"Last 10 years","Aggregate"
234,"Chum Salmon","Southern District","Southern","08-22",0-08-22,0.97,3.46121876623847,0.584207661014074,0.969563952744387,0.988,0.924,1455,4850,1482,1386,4940,4620,"Last 10 years","Aggregate"
235,"Chum Salmon","Southern District","Southern","08-23",0-08-23,0.973,3.59982762462361,0.603376306328483,0.973398543330517,0.99,0.931,1460,4865,1485,1397,4950,4655,"Last 10 years","Aggregate"
236,"Chum Salmon","Southern District","Southern","08-24",0-08-24,0.977,3.73843648300873,0.622670180158343,0.976761598997234,0.992,0.938,1466,4885,1488,1407,4960,4690,"Last 10 years","Aggregate"
237,"Chum Salmon","Southern District","Southern","08-25",0-08-25,0.98,3.87704534139387,0.642077993585667,0.979708347762346,0.993,0.944,1470,4900,1490,1416,4965,4720,"Last 10 years","Aggregate"
238,"Chum Salmon","Southern District","Southern","08-26",0-08-26,0.982,4.01565419977899,0.661589719391346,0.982288209323926,0.994,0.949,1473,4910,1491,1424,4970,4745,"Last 10 years","Aggregate"
239,"Chum Salmon","Southern District","Southern","08-27",0-08-27,0.985,4.15426305816413,0.681196428448062,0.984545243885978,0.995,0.954,1478,4925,1493,1431,4975,4770,"Last 10 years","Aggregate"
240,"Chum Salmon","Southern District","Southern","08-28",0-08-28,0.987,4.29287191654925,0.700890149613493,0.986518609235091,0.996,0.958,1481,4935,1494,1437,4980,4790,"Last 10 years","Aggregate"
241,"Chum Salmon","Southern District","Southern","08-29",0-08-29,0.988,4.43148077493439,0.720663749531503,0.988243011199286,0.996,0.962,1482,4940,1494,1443,4980,4810,"Last 10 years","Aggregate"
242,"Chum Salmon","Southern District","Southern","08-30",0-08-30,0.99,4.57008963331951,0.740510829307133,0.989749137166727,0.997,0.966,1485,4950,1496,1449,4985,4830,"Last 10 years","Aggregate"
243,"Chum Salmon","Southern District","Southern","08-31",0-08-31,0.991,4.70869849170465,0.760425635497792,0.991064065889462,0.997,0.969,1487,4955,1496,1454,4985,4845,"Last 10 years","Aggregate"
244,"Chum Salmon","Southern District","Southern","09-01",0-09-01,0.992,4.84730735008977,0.780402983267015,0.992211649506528,0.998,0.972,1488,4960,1497,1458,4990,4860,"Last 10 years","Aggregate"
245,"Chum Salmon","Southern District","Southern","09-02",0-09-02,0.993,4.9859162084749,0.800438189887667,0.99321286574378,0.998,0.975,1490,4965,1497,1463,4990,4875,"Last 10 years","Aggregate"
246,"Chum Salmon","Southern District","Southern","09-03",0-09-03,0.994,5.12452506686004,0.820527017067681,0.994086139720796,0.998,0.977,1491,4970,1497,1466,4990,4885,"Last 10 years","Aggregate"
247,"Chum Salmon","Southern District","Southern","09-04",0-09-04,0.995,5.26313392524516,0.840665620811318,0.994847635835669,0.999,0.98,1493,4975,1499,1470,4995,4900,"Last 10 years","Aggregate"
248,"Chum Salmon","Southern District","Southern","09-05",0-09-05,0.996,5.4017427836303,0.860850507729956,0.995511520904801,0.999,0.982,1494,4980,1499,1473,4995,4910,"Last 10 years","Aggregate"
249,"Chum Salmon","Southern District","Southern","09-06",0-09-06,0.996,5.54035164201542,0.881078496884653,0.996090200187233,0.999,0.983,1494,4980,1499,1475,4995,4915,"Last 10 years","Aggregate"
